no,word
1257,@blackcactuss jekkkk lu kidu liat yg itemnyaaa\u0001f60d\u0001f60d\u0001f60d\u0001f60d
1258,@blackcactuss jekkkk lu kidu liat yg itemnyaaa\u0001f60d\u0001f60d\u0001f60d\u0001f60d
1259,area kendal contactny kak?
1260,ahhh cintak!! beliin donkkk @momoudy
1261,"yaolohhhh jek, gua jual ginjal dulu ya bentar @blackcactuss"
1262,ka ak mau sandal nya dong no 36
1263,"saya mau beli sierra kak, kontaknya dimana yaa?"
1264,kak cs area denpasar-bali berapa ?
1265,@adorableprojects
1266,distore cimahi ada gak kaa??
1267,cs tangerang dong kak
1268,size 40 kak @adorableprojects
1269,wahahahahahahy iki kudu pesen lagi ya kayanya hahahay #berdasarkansurvey
1270,suka sepatu nyaa...
1271,sis kalo mao pesen kirwood ke no wa brp y? jakarta posisinya
1272,makasi ka. ka mau tnya kalau udh tf lewat web hari ini kira2 smpenya kapan ya ka
1273,mohon bantuannya makasi
1274,kirwood slip on black size 40 brp cm ya? @adorableprojects
1275,cs jakarta ? saya tertarik sierra nya
1276,kak yg kirwood itu ukuran 40 indo apa luar?
1277,mbak etna @etnanur itu flatshoes yg item bagus
1278,@teddyhadia17 mau 22nya
1279,cs malang ada nggk kak?? atau jatim?
1280,jakarta utara sis
1281,"minta contact cs cengkareng, jakarta barat min sis @adorableprojects"
1282,"min, kalau size kebesaran or kekecilan bisa di return? @adorableprojects"
1283,cp utk wilayah bekasi dong kak :)
1284,saya minta ca untuk daerah karawaci dong ka
1285,"td dah cek web, yg hitam ini tulisanya kehabisan, jd gmn min ? @adorableprojects"
1286,sepatu yang item itu masih ready ga? @adorableprojects
1287,mau tanya untuk sierra sandalsnya warna ada yg lain gak? atau hanya itu aja warnanya? @adorableprojects
1288,@n.yulianti14
1289,"kalau mau order gimana yah, area bandung barat? @adorableprojects"
1290,kakk cs jkt barat apa ya
1291,@iaraiar yar sandaalnyaaa
1292,kak untuk order area semarang gimana?
1293,area kab.cirebon gimana ordernya kak ? @adorableprojects
1294,@adorableprojects kok id line jakbar gakbisa di search yah?
1295,kak kirwood nya size 37 gada ya
1296,kak kirwoodnya size 37 dong
1297,ka yg hitam masih ad?
1298,jakarta selatan ka
1299,puyeng ieuk nah fotonya muter2
1300,kak @adorableprojects fotonya kebalik min \u0001f602
1301,kak cs mksr donk @adorableprojects
1302,april mop @adorableprojects ?
1303,april mop gt ya maksdnya? wqwq
1304,kasih flatshoes aja wkwkwkw @restuchy
1305,kak cs jakarta utara donk @adorableprojects
1306,itu blouse panjang tangannya seperempat ya min? atau panjang kaya biasa?
1307,tas gajah mamii lucuu @naenaimah
1308,sistt untuk kabupaten bandung daerah bojong soang ngebuhungin kemana ya
1309,"ini kenapa dibalik balik fotonya,pusing saya \u0001f602"
1310,kok kesel yaa liatnya mesti balik hp dulu haha
1311,kok fotonya kebalik semua kak \u0001f611
1312,april mop? bhahaha
1313,"bajunya bagus bgt, tp syg 3/4 @adorableprojects coba klo panjang :("
1314,kudu pisan di bolak balik poto na min? :(
1315,"ka ko foto""nya pd kebalik hehe @adorableprojects"
1316,ini flatshose nya ada yg wrna hitam aja ka?
1317,ko kebalik ftonya
1318,sepatunya @hssiska
1319,fotonya kebalik ka wkakak
1320,ld blouse brownnya brp kakk hehe
1321,min saya minta cs medan dong dr kemarin gak ada balesan
1322,"dibolak balik potona, kudu kitu? \u0001f602 @adorableprojects"
1323,kak minta cs daerah depok kak
1324,"halo ka, blousenya cuma satu warna kah?"
1325,@adorableprojects edaaaannn ngahajakeun pisan wkwkwkwk\u0001f602\u0001f602\u0001f601
1326,cs daerah palembang sumatra selatan kak
1327,klo sulawesi bisa minta nmor csx...
1328,biar dikata apa min difoto terbalik
1329,min flatshoesnya masih? cs daerah purwokerto dong min
1330,potonya kebalik\u0001f608
1331,"kak, fotonya emang kebalik yah? wkwk"
1332,bener
1333,sengaja dibalik soalnya aprilmop ya kak hehe
1334,kebalik;(
1335,kak klw ke mksr pesannya gmna?? @adorableprojects
1336,kok kebalik ya kak??
1337,"kak mnta info cs dong , saya dari bali"
1338,cuman ada satu warna ya sis parka nya @adorableprojects
1339,cs bogor dong ka
1340,cs demak jateng ada kak?
1341,cs bandung kaaak
1342,cs ciracas jaktim dong ka
1343,iki kebalik... hehe
1344,suka bgt sama parkanya... coba byk warna
1345,cs samarinda kaltim ada ga kak?
1346,aqu udh punya.. sudah mendarat dirumah aku hehhe
1347,kebalik min:(
1348,"oalah, haha sip"
1349,kak sepatu nya yg warna putih ada gak?
1350,@adorableprojects kak parkanya item aja?
1351,ndun ada yg item tasnyaaa \u0001f60e\u0001f60e @indiatyr
1352,@adorableprojects kalau mau langsung ke toko bisa? tutup jamberapa ya?
1353,@adorableprojects yg size 42 sepatunya ready warna apa aja ya?
1354,cs jaksel tebet dong kakk
1355,ka mau tanya kalau adorable ada produk jaket tebal buat musim dingin ga ?? @adorableprojects \u0001f64f
1356,ini ceritanya april mop gitu ya postingannya pada kebalik \u0001f602
1357,cs mksr donk kak @adorableprojects
1358,@ambaryani97
1359,boljug @erlinwid
1360,@adorableprojects iyaa sis yg model platform rendeveous?
1361,bisa kirim full pict sendalnya?
1362,kok kebalik ya gambar nya?
1363,@endrikagusp yang parka ini
1364,jaketnya brp kak
1365,@adorableprojects tasnya ukuran brpa ya kak?
1366,min minta cs bogor
1367,kak buat cs sukabumi brpa wa nya
1368,kalau jaketnya aja boleh
1369,parka'a bisa bolak balik ga kak?
1370,"min jangan di balik dong fotonya, kasian yang on di pc ga bisa muterinnya\u0001f623"
1371,"min kok kebalik gini fotonya:"")"
1372,min pusing liat fotonya :''' wkwkwk
1373,ini tas nya kecil bgt apa sedeng sih?
1374,kok post nya selalu kebalik trs sih min bikin pusing tauk @adorableprojects
1375,min pusing
1376,"min, keterangan ukuran parkanya dong, ld nya gitu."
1377,april mop ini ya \u0001f602\u0001f602\u0001f602
1378,"l, xl dan xxl dong kak."
1379,min itu parka nya panjangnya sampe paha kah? @adorableprojects
1380,tinggi tas nya brp cm kak
1381,kak cs sukabumi @adorableprojects
1382,@fauzan2555 beliin dund
1383,uk brp ja sis
1384,ada saku dalam nya ga kaa?
1385,"itu ada ukuran brpa aj sis,,, wrna ny cuman itu aja? @adorableprojects"
1386,ada ukuran atau all size
1387,kalo depok adminnya berpaa ya contactnya
1388,@adorableprojects
1389,anti air kak?
1390,kak ngirim ke jogja gmna cara ngrimny
1391,warna nya itu aja kak?
1392,ada ukuran apa aja? @adorableprojects
1393,@sockodestyantissa
1394,beji @adorableprojects
1395,hallo aku line cs jakarta barat dund \u0001f60a
1396,*bagi line
1397,ini anti air gaa min? masih gafaham bahan polyster
1398,tahan air gak ini kak?
1399,ka cara pesan nya gimana
1400,ukurannya apa aja ya min???
1401,aku di kota karawang ka
1402,"make it available in xxl size, please. my bust size is 106 cm :("
1403,kak gabisa bolak balik yah
1404,kak ini warnanya apa aja
1405,uk s utk lingkar dada brp ya sis?..kalo uk m kapan adanya?
1406,kak kalo bogor order kemana?
1407,@adorableprojects cs buat jaktim dong min
1408,@adorableprojects kec. ps rebo min
1409,ini waterproof ga min?
1410,mauuuu
1411,blm ada contact nya..aku di jakarta selatan..
1412,@indifeb mau inii tapi abis :(
1413,@retnoayuwid yaaah pdhl baru kmrn diomongin ya model begini hufft
1414,iyaaa yang ini kaya pnb yg beli di pim ndi 11 12 @indifeb
1415,mau minta contact admin depok kec beji dong @adorableprojects
1416,masih ada gak stoknya? baru liat :(
1417,sis kontaknya bwt malang jatim
1418,warnnya selain navy ada ga sist?
1419,"ka boleh minta info contact cs nya , aku domisili di tasikmalaya . makasih ka \u0001f60a @adorableprojects"
1420,all size atau ada ukuran yang besarnya apa?
1421,endi pilihan warnane @happyaulifia
1422,@eduwardmaximillian pengen dibeliin ini buat di pake sakit
1423,beli @nindy_nurmalia . pesen aja
1424,ini warna lainnya apak kak?
1425,murah @lianamurtiu
1426,@ridanurhajahd murah
1427,@mumtaznabilla
1428,say bisa dropsip ga
1429,minta cs nya yg jaksel dong
1430,minta cs yg di karawang?
1431,minta cs jakarta barat siss
1432,setia budi
1433,jakarta selatan ?
1434,cs surabaya dong min?
1435,ada sletingnya sis?
1436,bagus kok @lilsafn
1437,95?? itu serius apa typo ka \u0001f602 @adorableprojects
1438,gandaria utara..jakarta selatan?@adorableprojects
1439,maroon nya masih ada ka?
1440,ka mau pesen 1 dong @adorableprojects
1441,ada warna lain ga kak?
1442,mau liat warna lainnya min
1443,ini ada tali panjangnya ga min? @adorableprojects
1444,"untuk contac person wilayah kota serang,banten ada?? @adorableprojects"
1445,mbak cara mesannya gimana @adorableprojects
1446,miiiinn keluarin product totebag gambar ariana grande donggg plisssss \u0001f622\u0001f622\u0001f622
1447,@adorableprojects di lokasi medan kk..id linenya kk
1448,contact area tangerang kok gak respon ya ka?
1449,tas yg ini sampe harga berapa ya
1450,ad retsleting nya?
1451,cara pesen nya gmna kak ?? @adorableprojects
1452,@nadia_habibah
1453,kak jawa tengah pemesanan gimana?
1454,cara pemesanan ke kepulauan riau gimana ya ?
1455,cara pemesanan area tangerang selatan gimana kak?
1456,baju nya ada gk min yg kyk di model ?
1457,min ada resletingnya atau ndak itu?
1458,bagus ni pake ke sekolahan nang? @eka_nainggolan91
1459,law online q kurang percaya nang..lebih baik langsung lihat@velinesihaloho
1460,ni mbak ada yang warna item @nechia17
1461,kak format pemesannya gmn ya? @adorableprojects
1462,ada resletingny ga sist
1463,ini pake resletinh?
1464,cs jawa timur ? @adorableprojects
1465,gak ada resletingnya ya?
1466,cs cimahi donk ?
1467,cs malang kak
1468,kak liat yg ini...@lidyarinaldi2009
1469,cs bekasi kak
1470,cs kalimantan timur ada kah ? @adorableprojects
1471,ada uk 35 tak ? @adorableprojects
1472,nah jd navy kan warnanya ndii @windyaaaaa
1473,kak bagi kontak daerah serang banten dong @adorableprojects
1474,ready ukuran 41?
1475,ini ya mksdnya yg navy? @andiniaa
1476,saya boleh minta cs yg di jakarta selatan ga? @adorableprojects
1477,minta cs surabaya/gresik pliss @adorableprojects
1478,kak sepatunya warna putih ada?
1479,"@adorableprojects sist, kalo yg model lain ready ? kaki ku mungil bngt soale... tapi agak lebar"
1480,@adorableprojects sepatunya warna putih dong kak
1481,sepatu model itu ada yg warna putih ga min?
1482,nomer csr surabaya please
1483,sneakernya tersedia warna apa aja?
1484,iyaa tam haha @tamiazhar
1485,cs.samarindaa...donk..kalimantan. timur
1486,yang warna putih kapan keluarnya min? @adorableprojects
1487,masih ada balerina shoes ga
1488,item ada ga sepatunya?
1489,kak cs malang?
1490,"i got the shoes! sukaaa banget, thank you for always do your best @adorableprojects ! sukses selaluuuuu \u0001f618"
1491,ok
1492,sepatunya keluar yg putih kapan kak?
1493,"sis aku sumatra selatan, kontak cs yg mna ?"
1494,"okay, thanks yaa \u0001f60a\u0001f60a"
1495,kak.. minta kontak cs untuk ambon dong.. tks
1496,"sis aku jakarta timur, kalo aku mau order tote bag nya gimana?"
1497,kak itu sneakersnya gak ada yang warna putih kah??
1498,kak mintak kontak cs buat sumbar dong kak.. thnks @adorableprojects
1499,yang white dooong
1500,sepatunya
1501,ieu ge legh ugha tas na @egarks @idham_lutfiana3 @idhamlutfiana
1502,teu hayang @restyaz_ @idham_lutfiana3 @zar_kurniawan
1503,bagi kontak buat jakarta selatan donk kak
1504,@adorableprojects
1505,halo.mau info utk cs tangerang selatan dong @adorableprojects ? mksh.
1506,gakada warna hitam sepatunya kak?
1507,kak cs bandung selatan apa? makasiihh
1508,@haiiniss
1509,minta cs jaktim kec kramat jati min
1510,ka buwat wilayah jakarta pusat gimana ya ka
1511,aku mau pesen gmn caranya ya
1512,kak cs bandung
1513,kak cs semarang apa?
1514,martina nya bikin warna hitam mengkilap dong..enak tu kyknya buat kerja @adorableprojects
1515,@nikymiftah
1516,@novia.rhike
1517,ka mau sepatu nya
1518,sepatunya lucu
1519,min @adorableprojects sepatu size brp?
1520,kalo dateng ke store nya langsung bisa?
1521,ka cs kota tangerang dong\u0001f60a
1522,ka cs tasikmalayaa
1523,bisa minta line/wa yang di semarang ga?
1524,ka @adorableprojects cs untuk medan gimma kak
1525,ka @adorableprojects cs untuk serang dong
1526,ada warna apa aja kitten heelsnya @adorableprojects
1527,kak @adorableprojects cs area malang dong
1528,bli ini yok fit @ekasafitrii
1529,"boleh pik, tapi ini blue drue bukan? @opiknovita"
1530,nah itu dh gg tau fit wkkwkw
1531,@ekasafitrii itu dh gg tau fit line admin area bli nusra aj fit
1532,ka heelsnya ada yang hitam?
1533,ada wrna hitam kh hellsnya @adorableprojects
1534,ka mau sepatu nya
1535,cs sukabumi donk @adorableprojects
1536,gimana sih cara pesannya? lewat web gak sukses2 nih. sy hrs hubungi kmna ya??
1537,"sis, heels nya tinggi nya ada yg 7cm ga ? tp model ini"
1538,ini ga ada warna lain kah min(?) @adorableprojects
1539,bagus yaa wkwk\u0001f602 @esaaprimavist
1540,ka minta are bogor dong
1541,lucuk amat \u0001f60d\u0001f60d\u0001f60d
1542,foto terakhir... i see a face in her left knee\u0001f602\u0001f602\u0001f602\u0001f602
1543,minta are bangka belitung
1544,cuteness overload \u2764\u2764
1545,waw kaki
1546,apiiik @ayufee
1547,bagus nih @rinim187 @dininurfajriahh
1548,ongkir k padang brapa min?
1549,beliin dong mbak @daniadna
1550,min cs jakarta timur dong
1551,masih gak @adorableprojects
1552,boleh minta cp untuk area kalimantan selatan @adorableprojects
1553,ka @adorableprojects ada clana jeans gak sih?
1554,bagus yaaaaah ini \u0001f60c\u0001f644\u0001f644\u0001f644. @dhiadamara
1555,sukaaaaaaaaaaaaaaaak @erdaer
1556,iyah ntar beli ya cuuu @dputriimegaa
1557,ada warna lain ga? @adorableprojects
1558,duuuh lucunyaaa
1559,minta id line
1560,@munaananda
1561,aku punyaaaaa sepatu ini lucuk bgt dipake \u0001f917
1562,mini bacpack yg maroon udah ready belom kak hihi
1563,or this? @olan_rizki
1564,mba ini dibagian belakangnya ada heelsnya?
1565,minta cs malang dong kak
1566,bahannya apa iya ka bikin lecet kaki ngga
1567,kec. kramat jati min
1568,yang hivio maroon
1569,"klo cs area jogja brp nmrnya,min? @adorableprojects"
1570,cs jaksel dong sist
1571,pengen yang hitamnya dong \u0001f60d
1572,kec. jagakarsa sist @adorableprojects
1573,"kak, daerah ntb ada cp ny gk?@adorableprojects"
1574,kalo lanngsung web bisa kak ?
1575,cantik \u0001f60d
1576,pengen ? @fitriantiii_
1577,mauuuu @adorableprojects
1578,kaki gue gak cocok ka haha @soniaalmuarraf ka dini tuh bagus pake gituan @dininurfajriahh
1579,"medan, sumatera utara"
1580,kalau jakarta timur hubungi cs siapa kak?
1581,"bagus warnanya, di kaki lo jg bagus rin, tp ada gandulan rombe2nya didepan gt hahaha kurang suka :d @soniaalmuarraf @rinim187"
1582,"eh tapi klo di swipe gmbrnya bagus jg rin, kak. hahah ga trlalu heboh depannya @soniaalmuarraf @rinim187"
1583,bagus itu mah din ga rame @dininurfajriahh rini bagus nya pake sendal swallow @rinim187
1584,\u0001f60d\u0001f60d pengen @tivaniaaaa
1585,"beuhhh bagus kaa, besok uang turun beli beli beli kaaaaa\u0001f60c\u0001f60c\u0001f60c\u0001f60c\u0001f60c\u0001f602\u0001f602\u0001f602 @sekaralmaisan"
1586,warna biru pliiissss
1587,iya bagus kak ternyata hahaha beliin kak @soniaalmuarraf @rinim187 kalo kak son cocokan pake bakiak
1588,kakk.. untuk wilayah jogja bisa hubungin siapa ya?
1589,gk ada pilihan warnanya ya kak?
1590,kak ini ada warna cream nya ga??
1591,lucu+++++
1592,warna blackny ada ka?
1593,nad lucu gak @nadelfaa
1594,ca lucu gak @elsayuliyani_
1595,ada yg haknya rata ga @adorableprojects
1596,lucu teh ren\u0001f60d @reny_darningsih
1597,klo jkt timur bisa gk ?
1598,@reny_darningsih ucullll beliii beliiii
1599,@shhnzfdhl suka model kayak gini engga
1600,kak cs jakarta barat pliss @adorableprojects \u2764\u2764
1601,"bagus gak tep, de? @devisyf_ @dheanoviyanti"
1602,po dulu gak?
1603,size 43 ada?
1604,sido tuku iki? aku gelem pisan wkwk @rullyafish
1605,@dindajenggg beliin ini y
1606,mak @fitrihand
1607,@ddevadiaz pingin yg putih\u0001f623
1608,kak bisa buat cowok ga sih? \u0001f602
1609,warnanya ini aja kak?
1610,errrrrr in loooove
1611,putih \u0001f60d\u0001f60d\u0001f60d
1612,love
1613,kece beh @liliwindaa
1614,harga sepatu wae 1april naik kek harga rumahlah plis \u0001f602
1615,@retnoayuwid
1616,@yunitankh
1617,astagaaaa...kyuuuutttt @chum.y
1618,43 ga ada nih :c
1619,like this bangeeeeet \u0001f60d
1620,nul @fregynamelia
1621,white pleaseeeeee @susilawati91
1622,"baru aja beli sepatu dari adorable, skg masa iya aku bongkar celengan lg buat dapetin yg putih satu ini? kan pengeeen \u0001f623"
1623,mauuuuu
1624,cakeeepp\u0001f60d\u0001f60d @azisdjhee
1625,buruan ambil @ari.ratnaningsih
1626,@bring.me.the.flowers
1627,tumbaskee\u0001f602\u0001f602@azisdjhee
1628,mauu.. ukuran 41-42 ada??
1629,ka minta contact cs area ciamis jawa barat dong ko nyari hashtag yg di bio ga ketemu y @adorableprojects
1630,ka mintaa contact area tangerang? @adorableprojects
1631,"tosca sisain buat aku lo min,,"
1632,@sanrinlanuari engeeeen
1633,kak brapaan?
1634,kak mau contact cs area bogor donk.. yg putih ada no 39-40 ga?? @adorableprojects
1635,bahnnya bukan canvas ya ka atasnya?
1636,molll \u0001f60d @arfeniydrt
1637,"warna coklat kak, ada fa"
1638,@dhewisantoso
1639,ka minta cs jakarta timur dong ka
1640,creamy\u2764\u2764
1641,cs surabaya kak
1642,mba aku mau contact area medan dong
1643,size paling gedhe berapa kak? @adorableprojects
1644,@fbyptri uch
1645,putih coy. tp 1 april harga normal\u0001f602 @faradifas
1646,udah di pesen yg white nya @liliwindaa \u0001f60d\u0001f61d sama ka endry
1647,tnggu aku akhir bulan depan @susilawati91 \u0001f602\u0001f602\u0001f602
1648,wkwkwkwk kembaran pake sepatu keren @adorableprojects ini kita? \u0001f60d\u0001f60d\u0001f60d
1649,@adellasalm @aylla_120494 iki wae luwih apik
1650,kak @adorableprojects ini ada size 36 ga? mau kontak buat area cirebon dong
1651,ada nob35?
1652,"gann,,ucull @hasti_nurillia"
1653,"@adorableprojects kaaak, boleh minta contact area balikpapan?"
1654,kak cs jogja dong kak :(
1655,pengen area bandung dong @adorableprojects
1656,nih baru @faizaharsah79
1657,yg white sneakers cuanet \u0001f495 @dwilatifa
1658,"bangett,,,tpi bulan iki wes beli 2 utapes,, dan bulan april beli srgam bridesmaid \u0001f631 @hasti_nurillia"
1659,tumbas mbak ssk nggo wisudes @mallaallam
1660,kak ukuran 38 panjangnya berapa? 39 berapa?
1661,kaaa u
1662,kaaa untuk area solo gmana??
1663,38 yg tosca ready ka?
1664,nyok kembaran @elrisya_ @nur_pebriani
1665,@amaliamute @nur_pebriani uweyyy gakuat yg putiiihhh...
1666,model slip on nya dong kak
1667,cs untuk area jakarta?
1668,i want \u0001f618
1669,ini preorder atau emang ada stoknya?
1670,kaya gini to yg snaker dunk
1671,kalau mau cod kemana kak? aku di cimahi hehe
1672,@denboyss den mau iniiiiiiii
1673,yg sebelah kiri itu warna apa ya ka?
1674,"yg ujung kanan kak maksudnya, paling atas. itu ada ukuran 43 kah?"
1675,jual ginjal gua nih :( @afidaryza
1676,minta cs area bekasi dong ka
1677,cs jogja kak
1678,gak laku ginjal lu mah @denboyss
1679,beliin dong @herasendra
1680,ijonya lucu :(
1681,kaa untuk area malang gimana? @adorableprojects
1682,pengennnn @donietaradewan
1683,kak cs kupang ada?? makasi
1684,terimakasih @adorableprojects
1685,@adorableprojects alamatnya kak?
1686,choose one @adnafisah
1687,cream @riavintage98
1688,seng putih yoopo @adnafisah
1689,@adorableprojects pengiriman bisa dr area bandung klu gtu?
1690,ka ada hitamnya ga?
1691,boleh nih :) @nonaulia11
1692,kak yg toscw namanya apa di web ?
1693,@anastasiahlm_ @tesayuanita
1694,kalo untuk cs jakarta ada gak ka?
1695,jakarta selatan ya ka
1696,sis yg coklatnya no 42 ada? @adorableprojects
1697,deekk @putriidmk
1698,size nya hanya 38?
1699,cs balikpapan ada kah ? @adorableprojects
1700,@ainuncahya07 lucuuuuuu
1701,ngk suka @elsaaokt
1702,"ohemjiiii mauuuk, aku tapi ngeceng yg booth nya cha"
1703,mau yg toska lucuuu
1704,\u0139
1705,"kak q mau pesen daerah jatim , wa.nya apa ya kak ? @adorableprojects"
1706,@mandazalia mau yg mint \u0001f60d
1707,nah yg kayak gini nih tan @intancahayadw aku mau nya. yg putih sm tosca bagus
1708,min yg jakarta pusat kontak nya min
1709,cara mesennya untuk wil jakarta gmn yaa
1710,"min daerah bekasi dong, masih ready gak?"
1711,mau order kemana
1712,@archielimahelu @denyristo
1713,untuk warna apa aja? distore surabaya apa sudah ready?
1714,@serlys20
1715,"di jogja sdh ada store brodo blm? klo sdh ad, barang tsb sdh ad store di jogja blm? thanks"
1716,mewahh \u0001f622
1717,"keren nih om bro, ada kontaknya ga om bro ?"
1718,ahhhh gokil ...braja aja blom kelar...udah nonggol aja ...menggoda dompet...top markotop
1719,lukk @ichalimahelu @denyristo
1720,@bro.do kapan masuk semarang ?
1721,dikaltim sempat hadir..dan kapan hadir lg??
1722,bos tali sepatu bos
1723,klo udah masuk ke dalem @bro.do store pasti jadi galau pilih yg mana. markotop sadayana euy
1724,bisa pesen spatu warna broken white / off white?
1725,ponte brown gua udah bulukan... 1st edition \u0001f605
1726,madra black restock dong om @bro.do
1727,@tubagussakti bgs g
1728,store yg di surabaya lokasi dmn yah?
1729,"damn, gw suka yang ini\u0001f623\u0001f623\u0001f623\u0001f623\u0001f623"
1730,ini el bukan?
1731,mantabbbbbbb
1732,@bro.do yg gak pake tali ada nggak
1733,di brodo bekasi sudah ada?
1734,di store surabaya ada kah?
1735,@nu12yrocketmailcom ada di sebelah hotel zoom jemursari
1736,di store bekasi sudah ada?
1737,@nia_novianti
1738,brodo pekanbaru dimana ya bro
1739,yg ino ready ga ya di brodo jogja?
1740,@akbarhc_big.interior
1741,harganya berpa ini kak?
1742,kalo mau beli sepatu ini kirim ke surabaya bisa?
1743,okee broo
1744,utk bdg...store nya dimana bro...
1745,ok bro...thx
1746,store surabaya dmna yh bro??
1747,release lagi ini model jadul yang sempet discontinue..
1748,store makassar ada gak? @bro.do
1749,keren bro
1750,"ventura warna seperti ini perawatannya baiknya menggunakan apa om @bro.do ? leather balm? mink oil? wax? need advice, thank you! \u0001f64f\u0001f3fc"
1751,store solo mana ya @toyotabintaro
1752,bro.. masih ada stok yg ini ga? ukuran 41 rencana mau order ni..
1753,size 39 ada ?? klo ada saya mau ambil satu..
1754,size 38 ?
1755,white ponte please
1756,itu model talinya diselipin kebawah ya
1757,brodo keren2 tp sayang tokonya gak ada di kota besar semperti medan
1758,amin bro semoga secepatnya cintai produk2 indonesia itu baik.
1759,designernya syp tuh om@bro.do
1760,kren abis...harus punya\u0001f60e\u0001f60e\u0001f60e
1761,yg sama om @bepe20 kapan nih launching...
1762,nice \u0001f60d\u0001f60d
1763,\u0001f60d\u0001f60d
1764,ini sy udh punya bro
1765,"om bro, ini sudah ready???"
1766,wow like it!
1767,gimana cara pesan n belinya om
1768,"om, s bro store qbig serpong ad gk ya stock ponte?"
1769,gimana cara pesen n belinya om bro ....
1770,kualitas solenya diperbaiki dulu mas.. sebelum perluas cabang. kalah jauh kualitasnya dengan kelas sejenis
1771,size 45 ada?
1772,@bro.do 39 om broo
1773,bagus gak bii?? @egaputri30
1774,bagus gak bii?? @egaputrii30
1775,kan uda punya yg kaya gituu @aditya.sof
1776,"mau pesen dua varian nih @bro.do, size 39 ready gak? buat pengiriman ke medan brapa hari? thanks"
1777,@hao.92 monggo bos
1778,"saya order, tapi tidak bisa pilih size. pls advise"
1779,sudah ready kah min untuk store brodo makassar ?
1780,om ada toko offline tidak di jakarta?
1781,gudang selatan yah ? @bro.do
1782,"di tangerang kata nya ada di qbig bsd city ya, apa benar??"
1783,@fitrianiiansyar
1784,yang ukuran 39 ada..??
1785,ukurannya standar indonesia ato luar negeri
1786,mau pesan ini hubungi kmn bisa hubungi saya 0812 8885 0790
1787,di jakarta pusat alamatnya d mana mas bro
1788,"ada size 45 atau 46, apa uda tersedia di store surabaya mohon infonya @bro.do"
1789,store di jogja di mana ya min? tks
1790,om @bro.do sepatu ini ada ukuran 46 gag min..??
1791,@marlina329 baguss :(
1792,@taniaqilla16 bagus ga?
1793,kereen
1794,all white donk om
1795,yang ini di kemang ada ga
1796,ku ngeliatnya nafsu \u0001f623
1797,dark brown dong
1798,@bro.do kalo model yg ada hak nya ada gak?
1799,@bro.do cari yg da hack nya
1800,thnks mas @bro.do
1801,ukuran paling gede brapa ? cm ?
1802,jahitan putih itu emank mas bro ea!!!
1803,"@bro.do suka gan, tp sayang ada jahitan putihnya-,-"
1804,sudah ready di brodo store bekasi om bro? @bro.do
1805,"ponte brown, size 37 dong om @bro.do \u0001f629"
1806,jahitan putih di ujung sepatu kurang bagus om @bro.do
1807,signore low ditambahin jahitan putih yaa? hehe
1808,kapan beta stock lg @bro.do ?
1809,@bro.do signore low jg blm restock ukuran 37 om?
1810,itu buat cwe jga kayanya masul ya ka . . bisa gx sih mas bro . . ?
1811,di medan udh ada om @bro.do
1812,alamat tangerang dimana @bro.do?
1813,selain d situ dmn lg om @bro.do yg d tangerang
1814,ok mksih info'y om @bro.do
1815,"dulu varian warnanya banyak, sekarang cuma 2"
1816,asem... kmrn bru beli... ponte muncul... nasib \u0001f62d
1817,@bro.do ada toko untuk makassar gk om...!!
1818,bos tali sepatu bos
1819,"ponte chesnut gw dari dulu sampe skrg masih tetep awet, keren!"
1820,boleh tau lokasi store di tangerang di mana y? thx @bro.do
1821,brodo di makassar sdh tdk ada ya kak?
1822,pekan baru buka dong mas bro do
1823,gw kipincut bgt neh..tp beli online gak puas..dan gak biasa..sukanya lansung...bro do
1824,keren abiiiisss....ready stock ga? btw kapan launching di bogor atau jambi?
1825,@okkarozalinda ini ganteng maksimal yaa \u0001f60d #kodekeras
1826,@bro.do ok di nanti untuk wilayah makassar om\u0001f44c\u0001f3fc
1827,cantik ya baby @novinurtyas hihi
1828,bagus ya @elokauliyah \u0001f601
1829,kren mau dong @bro.do
1830,beli2 @budintr23
1831,@novinurtyas hahhaaha gtu ya baby
1832,@faizal_asikin sepatu lagi! sepatumu udah byk dirmh aja msh ada yg blum dipakai \u0001f479
1833,\u0001f62d\u0001f62d\u0001f62d@elokauliyah
1834,@faizal_asikin tiap bln beli sepatu \u0001f608\u0001f608\u0001f608
1835,di surabaya ada offline store nya gk..? mohon info alamatnya
1836,@meritardy keren yo
1837,ada ukuran 45 ndk gan
1838,alamatnya dimana gan
1839,brodo ada size 42
1840,bagaimana cara ongkir untuk ke kota batam
1841,harga berapaan bg ? n made ini nya apa bg ? untuk size nya ukuran indonesia gk bg ?
1842,size 40 ready bro
1843,makassar dong om @bro.do
1844,@agiloclanda
1845,lebih deket
1846,nitip gak lu haha @wira_munawar
1847,iya makassar dong om bro.do..
1848,di bali ada ngga?
1849,"wi, lg di jogja ga? @dewitrinurhayati"
1850,om promo socmed di kuningan city masih ada gaks? hehe
1851,store ny dmn? apakah di indicology juga?
1852,@badutdisko @ardiancahyono
1853,"om bro, harganya itu bakal sama dengan di online store resminya nggak ya? udah ngincar 1 sepatu, nih."
1854,pekanbaru buka donk min !!
1855,@badutdisko @haliems24 wangun
1856,@ardiancahyono @haliems24 menggelitik
1857,lim yook... @haliems24 @badutdisko
1858,wajib disurvey @ayiariefmaulana @ariedeeje
