id,content,main post,label,,
bro.do,"Hallo Bro @roni.hendra.399
 store Jakarta beralamat di Jl. Kemang Selatan 8 No. 64 B juga di 
Kuningan City di lt. UG atau lebih lengkap beserta mapnya bisa Mas Bro 
lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-",no,x,,x
bro.do,"Hallo Bro @choco_oey
 Silahkan mas Bro untuk order via website http://bro.do/id/. Jika ada 
yang kurang dimengerti silahkan hubungi CS Om Bro di telepon Call 
Center: 0811-854-5555, WhatsApp: 081224697199 atau LINE: @bro.do #TosJantan -FSU-",no,x,,x
anggaafrianza,"Ada size 45 atau 46, apa uda tersedia di store Surabaya mohon infonya @bro.do",no,jawab,,jawab
jatmikouns,Store di Jogja di mana ya min? Tks,no,jawab,,jawab
bro.do,"Hallo Bro @jatmikouns Store Yogyakarta beralamat di Indiecology Cafe Jl. Candra Kirana No.14, Sagan - Terban. Ditunggu yah Bro #enjoybrodo -FSU-",no,x,,x
icco_iscoo,Om @bro.do sepatu ini ada ukuran 46 gag min..??,no,jawab,,jawab
agung_supriyanto07,@marlina329  Baguss :(,no,baca,,hitung
bro.do,"Reappearance of Ponte.Datang
 dari kerinduan Brothers akan desain terdahulu Sepatu Brodo yang 
menjunjung tinggi simple dan stylish dengan aksen dan ciri khas sebagai 
keunggulannya, Ponte kini kembali hadir dan siap menjembatani langkah 
Brothers menuju masa depan yang lebih cerah..#PonteIsBack #menstyle #BSFW #BrodoShoesForWork #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Article :Ponte Full Black : bit.ly/BroNewReleaseHarga : Rp 615.000Line@ : @bro.do",yes,x,,x
nizarandre,@taniaqilla16 bagus ga?,no,jawab,,jawab
sultanabhimanyu,Kereen,no,baca,,hitung
mickyabinery,All white donk om,no,baca,,baca
denii_agustian,yang ini di kemang ada ga,no,jawab,,jawab
muhamadiyan,Ku ngeliatnya nafsu 😣,no,baca,,hitung
rikyadhiepratama,Dark brown dong,no,baca,,baca
bro.do,Hallo Bro @denii_agustian sudah ready mas Bro di Store Kemang. Ayo silahkan segera kunjungi dan order #Salamgentlemen -FSU-,no,x,,x
barathasunarto,@bro.do kalo model yg ada hak nya ada gak?,no,jawab,,jawab
barathasunarto,@bro.do cari yg da hack nya,no,jawab,,jawab
denii_agustian,thnks mas @bro.do,no,baca,,baca
trikuswandhono,Ukuran paling gede brapa ? Cm ?,no,jawab,,jawab
khenkkhenk250,Jahitan putih itu emank mas bro ea!!!,no,baca,,baca
bro.do,"Hallo bro @barathasunarto  untuk detail harga, stok tersedia, dan gambaran produk juga pemesanan bisa langsung klik link berikut http://bro.do/id/ #enjoybrodo -FSU-",no,x,,x
rezavandemi,"@bro.do suka gan, tp sayang ada jahitan putihnya-,-",no,baca,,baca
i_gals89,Sudah ready di brodo store bekasi om bro? @bro.do,no,jawab,,jawab
bro.do,Hallo Bro @i_gals89 sudah ready mas Bro di Store Bekasi. Ayo segera meluncur dan order #SalamGentlemen -FSU-,no,x,,x
bro.do,Hallo Bro @trikuswandhono untuk model Ponte mulai dari size 39 sampai size 46. Ayo silahkan http://bro.do/id/product/ponte/1177-ponte-full-black.html #TosJantan -FSU-,no,x,,x
alfiandar,"Ponte Brown, size 37 dong om @bro.do 😩",no,jawab,,jawab
riomarch,jahitan putih di ujung sepatu kurang bagus om @bro.do,no,baca,,baca
ferryfabimage,signore low ditambahin jahitan putih yaa? hehe,no,jawab,,jawab
bro.do,Hallo Bro @alfiandar mohon maaf untuk size 37 tidak ada #TosJantan -FSU-,no,x,,x
taufikkhoirudin,Kapan beta stock lg @bro.do ?,no,jawab,,jawab
alfiandar,@bro.do signore low jg blm restock ukuran 37 om?,no,jawab,,jawab
e_n_c_y,Itu buat Cwe jga kayanya masuL ya ka . . Bisa gx sih mas bro . . ?,no,jawab,,jawab
nababan855,Di medan udh ada om @bro.do,no,jawab,,jawab
bro.do,"Hallo bro @nababan855
 untuk saat ini Store Om Bro ada di Bandung, Jakarta, Bekasi, Tangerang 
dan Surabaya. Untuk lebih lengkapnya beserta mapnya Mas Bro bisa lihat 
di http://bro.do/id/stores #EnjoyBrodo -FSU-",no,x,,x
bro.do,Hallo bro @e_n_c_y cocok Mbak Bro ayo silahkan #EnjoyBrodo -FSU-,no,x,,x
bayupra,Alamat tangerang dimana @bro.do?,no,jawab,,jawab
bro.do,Halli Bro @bayupra store Om Bro Tangerang ada di Q-Big Mall Tangsel. Ayo segera merapat mas bro #TosJantan -FSU-,no,x,,x
albara_ar_rohmanjr,Selain d situ dmn lg om @bro.do yg d Tangerang,no,jawab,,jawab
bro.do,Hallo Bro @albara_ar_rohmanjr hanya disana untuk sementara ini mas Bro #TosJantan -FSU-,no,x,,x
albara_ar_rohmanjr,Ok mksih info'y Om @bro.do,no,baca,,baca
rezarhtm,"dulu varian warnanya banyak, sekarang cuma 2",no,baca,,baca
sandpermana,Asem... Kmrn bru beli... Ponte muncul... Nasib 😭,no,baca,,baca
aryanorack,@bro.do ada toko untuk makassar gk om...!!,no,jawab,,jawab
holandrio,Bos tali sepatu bos,no,baca,,baca
anotherhanif,"Ponte Chesnut gw dari dulu sampe skrg masih tetep awet, keren!",no,baca,,baca
faisal_faraby,Boleh tau lokasi store di Tangerang di mana y? Thx @bro.do,no,jawab,,jawab
_wandyyy,Brodo di makassar sdh tdk ada  ya kak?,no,jawab,,jawab
ulniet,Pekan baru buka dong mas bro do,no,baca,,baca
ulniet,Gw kipincut bgt neh..tp beli online gak puas..dan gak biasa..sukanya lansung...bro do,no,baca,,baca
rahmathoirudin,Keren abiiiisss....ready stock ga? Btw kapan launching di Bogor atau Jambi?,no,jawab,,jawab
angputranto,@okkarozalinda ini ganteng maksimal yaa 😍 #kodekeras,no,baca,,hitung
bro.do,"hi bro @aryanorack @_wandyyy
 , untuk saat ini Brodo Store Makassar sedang ditutup sementara, 
ditunggu saja yaaa semoga dalam waktu dekat ini bisa segera dibuka 
kembali. #TosJantan -TS-",no,x,,x
bro.do,@adegusman info lebih lengkap mengenai ketersediaan stock di Brodo Bekasi bisa di cek langsung aja bro di tkp! #TosJantan -TS-,no,x,,x
bro.do,@faisal_faraby ada di Q-Big bro!,no,x,,x
bro.do,"hi bro @ulniet @rahmathoirudin
 , untuk saat ini Brodo Offline Store memang belum ada di Pekanbaru, 
Bogor ataupun Jambi. tapi, kalo ada rekomendasi Store disana, kasih tau 
Om Bro yaa, siapa tau Om Bro bisa mampir kesana. #SalamGentleman -TS-",no,x,,x
aryanorack,@bro.do ok di nanti untuk wilayah makassar om👌🏼,no,baca,,baca
budintr23,Cantik ya baby @novinurtyas hihi,no,baca,,hitung
bro.do,"Hallo bro @albara_ar_rohmanjr untuk store tangerang beralamat di Jl. BSD Raya Utama, Lengkong Kulon, Pagedangan, Tangerang, Banten #EnjoyBrodo",no,x,,x
bro.do,"Hallo bro @bayupra untuk store tangerang beralamat di Jl. BSD Raya Utama, Lengkong Kulon, Pagedangan, Tangerang, Banten #EnjoyBrodo",no,x,,x
bro.do,"Hallo bro @faisal_faraby untuk store tangerang beralamat di Jl. BSD Raya Utama, Lengkong Kulon, Pagedangan, Tangerang, Banten #EnjoyBrodo",no,x,,x
bro.do,Hallo bro @holandrio untuk tali sepatunya sedang Out of Stock bro,no,x,,x
bro.do,"Hallo bro @aryanorack
 untuk saat ini Store Om Bro ada di Bandung, Jakarta, Bekasi, Tangerang 
dan Surabaya. Untuk lebih lengkapnya beserta mapnya Mas Bro bisa lihat 
di http://bro.do/id/stores #EnjoyBrodo",no,x,,x
bro.do,"Hallo bro @_wandyyy
 untuk store makassar saat ini sedang tutup sementara bro. Alternatif 
lainnya, Bro bisa pesan langsung di Store Online http://bro.do dan 
pesanan Bro akan dikirim langsung ke alamat tujuan.#TosJantan",no,x,,x
faizal_asikin,Bagus ya @elokauliyah 😁,no,baca,,hitung
asnofaasnofita,kren mau dong @bro.do,no,baca,,hitung
bro.do,yuk kunjungi website Om Bro www.bro.do @asnofaasnofita . #SalamGentlemen,no,x,,x
novinurtyas,Beli2 @budintr23,no,baca,,hitung
budintr23,@novinurtyas hahhaaha gtu ya baby,no,abaikan,,abaikan
elokauliyah,@faizal_asikin sepatu lagi! Sepatumu udah byk dirmh aja msh ada yg blum dipakai 👹,no,abaikan,,abaikan
faizal_asikin,😭😭😭@elokauliyah,no,abaikan,,abaikan
elokauliyah,@faizal_asikin tiap bln beli sepatu 😈😈😈,no,abaikan,,abaikan
graha_tiket_indonesia,Di Surabaya ada offline store nya gk..? Mohon info alamatnya,no,jawab,,jawab
ardy_sat,@meritardy keren yo,no,baca,,hitung
gendicky,Ada ukuran 45 ndk gan,no,jawab,,jawab
bro.do,"Hallo Bro @gendicky untuk detail harga, stok tersedia, dan gambaran produk juga pemesanan bisa langsung klik link berikut http://bro.do/id/ #enjoybrodo -FSU-",no,x,,x
attahasrathidayatmalli,Alamatnya dimana gan,no,jawab,,jawab
bro.do,"Hallo Bro @attahasrathidayatmalli
 untuk saat ini Store Om Bro ada di Bandung, Jakarta, Bekasi, Tangerang,
 Yogyakarta dan Surabaya. Untuk lebih lengkapnya beserta mapnya Mas Bro 
bisa lihat di http://bro.do/id/stores #EnjoyBrodo -FSU-",no,x,,x
ka_akha,Brodo ada size 42,no,jawab,,jawab
ka_akha,Bagaimana cara ongkir untuk ke kota batam,no,jawab,,jawab
aanvholic91,Harga berapaan bg ? N made ini nya apa bg ? untuk size nya ukuran Indonesia gk bg ?,no,jawab,,jawab
emilrestu,Size 40 ready bro,no,jawab,,jawab
bro.do,"Hallo Bro @emilrestu
 untuk saat ini produk yang Bro maksud sedang out of stock Bro. Mungkin 
Mas Bro tertarik dengan model lain bisa dicek koleksinya di 
http://bro.do/id/ #enjoybrodo -FSU-",no,x,,x
bro.do,"Hallo Bro @ka_akha
 untuk saat ini produk yang Bro maksud sedang out of stock Bro. Mungkin 
Mas Bro tertarik dengan model lain bisa dicek koleksinya di 
http://bro.do/id/ #enjoybrodo -FSU-",no,x,,x
bro.do,Hallo Bro @ka_akha untuk ongkir masih promo Gratis pengiriman keseluruh Indonesia. Silahkan untuk order via website http://bro.do/id/ #EnjoyBrodo -FSU-,no,x,,x
bro.do,Hallo Bro @aanvholic91 untuk model Ponte Brown itu harga Rp 615K Bro. Untuk detail dan pemesanan silahkan visit website Om Bro http://bro.do/id/ #TosJantan -FSU-,no,x,,x
bro.do,"The Ease of Being Gentlemen: Jogja.Sudah
 siap menggengam tiket untuk menjadi Gentlemen Indonesia seutuhnya? 
Jangan lupa ajak keluarga dan kawan - kawan Brothers untuk mengunjungi @brodostorejogja pada saat Grand Opening 12 maret 2017 yang bertempat di Indiecology Cafe, Jl. Candra Kirana No.14  Sagan - Terban, Yogyakarta..Dan
 pastikan Brothers tidak melewatkan kesempatan untuk memiliki sepatu 
Brodo, apalagi sampai kehabisan! Karena Om Bro sudah menyiapkan segudang
 kejutan bagi Brothers Jogja mangunjungi Brodo Store, antara lain:.1.	Sowan JogjaPada
 tanggal 12 Maret 2017 mulai jam 10 pagi, akan ada promo antrian dengan 
diskon total Rp 6.750.000 untuk 50 pengunjung pertama-	Pengunjung 1 – 3 : 500.000-	Pengunjung 4 – 10 : 250.000-	Pengunjung 11 – 30 : 100.000-	Pengunjung 31 – 50 : 75.000.2.	Golden TicketOm
 Bro bagi – bagi 1 sepatu gratis setiap bulannya buat Brothers yang 
sering belanja di Brodo Store Jogja. Makin banyak Brothers belanja di 
Brodo Store Jogja, makin besar kesempatannya..3.	Paket Koleksi JantanPromo bundling racikan Om Bro buat Brothers, ada potongan 10% setiap pembelian paket koleksi jantan:-	Shoes + Accessories-	Shoes + Apparel-	Leather Shoes + None Leather Shoes-	2 Leather Shoes.4.	Visit StorePotongan
 instan sebesar Rp 50.000 buat Brothers yang mau berbagi kebahagiaannya 
di Brodo Store via socmed. Potongan berlaku untuk pembelian diatas Rp 
500.000.Om Bro enteni Dab, 12 maret 2017.Kunjungi kami di : bit.ly/BroSowanJogja.#BrodoStore #BrodoStoreYKT #sowanjogja #menstyle #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Line@ : @bro.do",yes,x,,x
gilangtalha,Makassar dong om @bro.do,no,jawab,,jawab
faizalcpratama19,@agiloclanda,no,abaikan,,abaikan
purnomo_yuliantoeko,Lebih deket,no,baca,,baca
adityalogy17,nitip gak lu haha @wira_munawar,no,abaikan,,abaikan
muhammadyulian188,Iya makassar dong om bro.do..,no,jawab,,jawab
m.fuad_ubaidillah,di bali ada ngga?,no,jawab,,jawab
mhdsahuri,"Wi, lg di jogja ga? @dewitrinurhayati",no,baca,,baca
vincentkevin7,Om promo socmed di kuningan city masih ada gaks? Hehe,no,jawab,,jawab
apdimass,Store ny dmn? Apakah di indicology juga?,no,jawab,,jawab
haliems24,@badutdisko @ardiancahyono,no,abaikan,,abaikan
stef4nus,"Om Bro, harganya itu bakal sama dengan di online store resminya nggak ya? Udah ngincar 1 sepatu, nih.",no,jawab,,jawab
ojieretro,Pekanbaru buka donk min !!,no,baca,,baca
ardiancahyono,@badutdisko @haliems24 wangun,no,baca,,hitung
badutdisko,@ardiancahyono @haliems24 menggelitik,no,baca,,hitung
ardiancahyono,Lim yook... @haliems24 @badutdisko,no,abaikan,,abaikan
mr.nocturno,Wajib Disurvey @ayiariefmaulana @ariedeeje,no,baca,,hitung
haliems24,@badutdisko @ardiancahyono takis,no,baca,,hitung
ayiariefmaulana,@mr.nocturno @ariedeeje siap2 jebol pak,no,baca,,hitung
mr.nocturno,Hrga 600rbuan.. Dpt diskon 500rbu.. Hanya byar 100rbu.. 😁 @ayiariefmaulana,no,baca,,baca
ekonuryudiansyah,Nyohhh Diskon pinnnn @sigit_babeipin ... Parani!!! Ng jogja wis ono,no,baca,,baca
arrifat507,"Om
 bro cabangnya di setiap kota besar itu harus ada biar produk indonesia 
bisa di pake orang indonesia juga .,terkdang orang mau beli itu ribet di
 registrasi om bri",no,baca,,baca
wira_munawar,Budget dah pol bulan ini..@adityalogy17 ..haha,no,abaikan,,abaikan
hannimitsurugi,@deckoll @chamelliaedyus,no,abaikan,,abaikan
ariii.finnn,Gan ane daftar di website ko ga dpt kode potongan 50rb,no,jawab,,jawab
bro.do,"hi Bro @gilangtalha , untuk saat ini Brodo Store Makassar sedang ditutup sementara, doakan saja bro semoga Om Bro bisa segera membukanya kembali. #SalamGentleman -TS-",no,x,,x
bro.do,@muhammadyulian188 ditunggu yaa bro semoga Om Bro bisa segera membuka kembali Brodo Store Makassar. #SalamGentleman -TS-,no,x,,x
bro.do,@m.fuad_ubaidillah untuk saat ini Brodo Offline Store belum ada bro di Bali. ditunggu yaa! #EnjoyBrodo -TS-,no,x,,x
bro.do,@vincentkevin7 ada bro! langsung sikaaat aja bro promonya. #EnjoyBrodo -TS-,no,x,,x
bro.do,@apdimass iya bro,no,x,,x
bro.do,"Hi Bro @stef4nus
 , untuk harga normal sama saja antara Offline dan Online Store, hanya 
berbeda jika ada promo tertentu saja. langsung beli bro, jangan sampai 
kehabisan! #EnjoyBrodo -TS-",no,x,,x
bro.do,"@ojieretro siap bro, ditunggu yaa. semoga Om Bro bisa segera membuka Offline Store juga di Pekanbaru! #TosJantan -TS-",no,x,,x
bro.do,@arrifat507 siap bro! mohon doanya yaa semoga Om Bro bisa membuka store di Seluruh Indonesia. #SalamGentleman -TS-,no,x,,x
bro.do,@ariii.finnn untuk kode voucher tersebut bisa dikonfirmasi via call center ya bro di 08118545555. #SalamGentleman -TS-,no,x,,x
lupii_palupi,Berminat ra pap? @muktiyojaya,no,abaikan,,abaikan
danangrohtri,mbah mbok menowo pengen nambah koleksine @iwan.wibowoadhi,no,abaikan,,abaikan
joehan_51,Kirim ke jepang bisa eg om @bro.do,no,jawab,,jawab
risky_bred,Bandung kpn Om?,no,jawab,,jawab
arthursirait,Ada store di medan Om? @bro.do,no,jawab,,jawab
hashidiq,@amirulikhsan_,no,abaikan,,abaikan
bro.do,"Hallo Bro @gilangtalha
 , besar keinginan Om Bro untuk membuka Store di seluruh kota yang 
terdapat di Indonesia. Doakan saja agar Om Bro bisa segera menambah 
store ya Bro. Alternatif lainnya, Bro bisa pesan langsung di Store 
Online http://bro.do #SalamGentlemen",no,x,,x
gilangtalha,@bro.do min ga salah tag uda dobel tag nya  beda narasi,no,baca,,baca
bro.do,"Hallo Bro @apdimass , untuk alamat pop up store Brodo di Yogyakarta di Jl. Candara Kirana No.14 Sagan-Terban Yogyakarta. Mari merapat Bro. #SalamGentlemen",no,x,,x
bro.do,"Hallo Bro @arrifat507
 , besar keinginan Om Bro untuk membuka Store di seluruh kota yang 
terdapat di Indonesia. Doakan saja agar Om Bro bisa segera menambah 
store ya Bro. Alternatif lainnya, Bro bisa pesan langsung di Store 
Online http://bro.do #SalamGentlemen",no,x,,x
bro.do,"Hallo Bro @arthursirait
 , besar keinginan Om Bro untuk membuka Store di seluruh kota yang 
terdapat di Indonesia. Doakan saja agar Om Bro bisa segera menambah 
store ya Bro. Alternatif lainnya, Bro bisa pesan langsung di Store 
Online http://bro.do #SalamGentlemen",no,x,,x
arrifat507,"Keingin membuka itu sudah pasti om bro .,amin om bro semoga bisa membuka storenya di setiap kota",no,baca,,baca
lik.ngatno,Makassar tutup kang...?,no,jawab,,jawab
bro.do,"Hallo Bro @lik.ngatno
 , mohon maaf untuk saat ini Store Makassar sudah tutup. Alternatif 
pemesanan masbro bisa lakukan di website Om Bro http://bro.do/en/ . #SalamGentlemen",no,x,,x
amirulikhsan_,"@hashidiq nice info bnget, tpi akuny bru bangun. 😣😣😣",no,abaikan,,abaikan
khalifah_rizky,Om @bro.do epsilon boots ready ga? Di @brodostorejogja?,no,jawab,,jawab
brodostorejogja,Halo bro @khalifah_rizky epsilon boots ready kok bro 😊,no,baca,,baca
djikdjok,Sampai kapan? Atau hari ini aja? @brodostorejogja,no,jawab,,jawab
brodostorejogja,"Halo bro @djikdjok sampai tgl.31 mei 2017, ditunggu kedatangannya bro 😊",no,baca,,baca
dandhy36,om @bro.do store makassar sdh tutup yah????,no,jawab,,jawab
djikdjok,Makasih bro @brodostorejogja,no,baca,,baca
tiann07,@habipjasin,no,abaikan,,abaikan
habipjasin,@tiann07 tancep mass,no,baca,,hitung
bro.do,"@dandhy36
 untuk saat ini Brodo Store Makassar sedang ditutup sementara bro. 
ditunggu saja dan doakan semoga Om Bro bisa segera dibuka kembali. #SalamGentleman -TS-",no,x,,x
liobayoharahap,😍😍😍,no,baca,,hitung
liobayoharahap,👍👍👍,no,baca,,hitung
dandhy36,Aamiin 🙏@bro.do,no,baca,,baca
nurudin63,gan mau tanya brodo apakah bekerja sama dengan online shop lazada?  @bro.do,no,jawab,,jawab
noogie_handicraft,Nice..😍😍😍,no,baca,,hitung
anggarpurnandaru,Om @bro.do  lengkap ya distore Jogja?,no,jawab,,jawab
vincensiusandys,@denystwan,no,abaikan,,abaikan
bayu.ndr,@hendrii.iirawan,no,abaikan,,abaikan
hendrii.iirawan,Udah telat.. tgl 12 kemarinn @bayu.ndr 😢😢😢😢,no,abaikan,,abaikan
riyanto_ebs,Ndk ad diskon ta  @bro.do,no,jawab,,jawab
widyayuuu,@bro.do store yg dijkt dimana ya?,no,jawab,,jawab
bro.do,"Hi @widyayuuu , Brodo Store Jakarta berada di Kemang dan Kuningan City. alamat lengkapnya bisa dicek di bro.do/id/stores #EnjoyBrodo -TS-",no,x,,x
bro.do,"Hallo Bro @widyayuuu
 store Jakarta beralamat di Jl. Kemang Selatan 8 No. 64 B juga di 
Kuningan City di lt. UG atau lebih lengkap beserta mapnya bisa Mas Bro 
lihat di http://bit.ly/BrodoStores . Ditunggu yah Bro #enjoybrodo -FSU-",no,x,,x
khalifah_rizky,Bro adain alpha boots di @brodostorejogja dong,no,baca,,baca
brodostorejogja,Siap bro ..minggu besok sudah restock alpha boots 😊 @khalifah_rizky,no,baca,,baca
aminsyaifullah,Cuma 1 hari kmarin minggu aja @bro.do ?..,no,jawab,,jawab
vaathivoo,Sampai kpn d jogja,no,jawab,,jawab
septianatita,Iki apik mas @purwanto.septiantito,no,baca,,hitung
purwanto.septiantito,@septianatita iyo ancene,no,abaikan,,abaikan
ozak_,@bro.do min adain diskonan beginiannya kapan dijakarta haaha 😆  kalo ada diskonan walaupun cuman 10 % berasa spesial wkwkwk,no,jawab,,jawab
bro.do,Hallo bro @ozak_  untuk saat ini sedang tidak ada nih bro. di tunggu saja kejutan selanjutnya ya bro #SalamGentleman,no,x,,x
bro.do,"Hallo bro @dandhy36
 untuk store makassar saat ini tutup sementara. Alternatif lainnya, Bro 
bisa pesan langsung di Store Online http://bro.do dan pesanan Bro akan 
dikirim langsung ke alamat tujuan.#TosJantan",no,x,,x
bro.do,"Minggu,
 12 maret 2017 akan jadi momen yang sangat berharga buat Om Bro, karena 
Brodo Store akan singgah ke salah satu kota kesayangan Brothers 
se-Indonesia yaitu DIY Yogyakarta..Pada momen Grand Opening @brodostorejogja
 nantinya Om Bro akan bagi-bagi voucher yang nilai totalnya mencapai Rp.
 6.750.000 bagi 50 Brothers yang datang ke Brodo Store Jogja..Kasih tau Om Bro seberapa berharga kedatangan Brodo Store bagi kalian Dab!.Kunjungi kami di : bit.ly/BroSowanJogja.#BrodoStore #BrodoStoreYKT #sowanjogja #menstyle #kicksinframe #leathershoes #MadeinIndonesia #SalamGentlemen.Line@ : @bro.do",yes,x,,x
antzzuno88,Thx @bro.do  kemaren saya baru beli di kuningan city,no,baca,,baca
ahmadesos,Sangat berharga,no,baca,,hitung
haliems24,@badutdisko,no,abaikan,,abaikan
taste.photowork,Kedatangan Brodo ke Jogja selain Berharga juga sangat ISTIMEWA seperti Daerah Istimewa Yogyakarta @bro.do Istimewa #brodoistimewa,no,baca,,baca
anju_saragi,Gass bang.. @haslerms,no,baca,,hitung
ganis.g,@bro.do ...aku tunggu di jogja,no,baca,,baca
audhamuhammad,"Berharga nya om brodo ke jogja, akan sy apresiasi dengan datang pagi2 sekali dalam acara grand opening om @bro.do",no,baca,,baca
maswira,Lokasi jogja nya dmn?,no,jawab,,jawab
askhabmdn,Monggo @rochmadamrull,no,abaikan,,abaikan
rama.satriya24,Semarang dong haha,no,baca,,baca
luthfihendralukmana,Bisa nih dikunjungin om @misbahussurur,no,baca,,hitung
ag_pyd,lokasi wonten pundi?,no,jawab,,jawab
andri_arivin,Akhirnya.. Dari thn ke thn.. Baru singgah ke jogja...,no,baca,,baca
iffa.nisa,@pranasmara_k,no,abaikan,,abaikan
misbahussurur,@luthfihendralukmana cuss,no,baca,,hitung
lex_wien,Solo kapan yaa..???,no,jawab,,jawab
mr.nocturno,Cek men sapa tau cocok.. @ayiariefmaulana,no,baca,,baca
try_aji_,Klo buat cuci sepatu masih ada om???untuk daerah bandung Nuhun,no,jawab,,jawab
mr.nocturno,Kudu disurvey Pak.. @ariedeeje,no,baca,,hitung
try_aji_,Klo buat cuci sepatu masih ada om???untuk daerah bandung Nuhun,no,jawab,,jawab
bimm44,Akhrnya datang jg g hrus bli online lg,no,baca,,baca
putratamaaditya,Josss gandosss.  Akhirnya ga harus beli online lagiiii,no,baca,,baca
ayiariefmaulana,"@mr.nocturno
 aku ingat dulu., Km cerita panjang lebar tentang sepatu ini. Dan pengen
 banget merek ini hadir di jogja. Itu, sebelum km beli sepatunya. Nah, 
skrang keinginan kmu terkabul",no,abaikan,,abaikan
kakangtedi,Colek @novievaadianto @edo_rs,no,abaikan,,abaikan
stekul,njir. lg ke sby acara di jogja.g bruntung. @bro.do,no,abaikan,,abaikan
pranovdyo,Gih coba kesini besok @zalkad @indrawibd,no,baca,,hitung
mr.nocturno,Hahaha.. tapi sayang aku sudah mau berangkat mencari rezeki dinegeri orang lain men.. But at least my dream coming true..🙏.. @ayiariefmaulana,no,abaikan,,abaikan
yudhi_meidiyanto,Wah kebetulan besok agenda ke jogja pasti mampir kasih diskon besar ya... hehehe,no,abaikan,,abaikan
zafachruriza,@wildanjauhar nitip brodo flex dark choco wkwkwk,no,abaikan,,abaikan
vanderism_com,"8 KANTONG DALAM SATU CELANA ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Blackhawk Tactical PantsKeren sekali bagi kalian pecinta Tactical Gears & Pekerja LapanganDengan kantongnya yang 8buahMembuat kamu mudah sekali membawa barang EDC apapun kemanapunKarena bahannya Ripstop celana ini dapat sangat ringan & tidak mudah menyerap airUkuran 29-30 // Lingkar Pinggang = 76-80cmUkuran 31-32 // Lingkar Pinggang = 81-84cmUkuran 33-34 // Lingkar Pinggang= 85-87cmUkuran 35-36 // Lingkar Pinggang= 88-93cmUkuran 37-38 // Lingkar Pinggang= 94-99cmUkuran 39-40 // Lingkar Pinggang =98-105cm ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Warna: Tactical Khaki, Thick Black,Olive Drab (Hijau Gelap),Shadow GreyUkuran: 28 . 30 . 32 . 34 . 36 . 38 . 40Bahan: RipstopBenefit:- Dengan kantongnya yang besar dan banyak kalian tidak perlu lagi ribet bawa tas, karena penyimpanan semua bisa didalam kantong- Model yang tactical bisa sangat keren dipakai Indoor maupun Lapangan- Terdapat Cantolan Carabiner untuk outdoor- Bahan bagus dan awet, Garansi 1 bulan➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Vanderism price : 210.000 ----> 159.000Tambahan Polymer TDU Belt: + 89rb ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ For Furher Information Dont Hesitate To Contact Us:🚀 LINE: @vanderism (pakai @)🚀 Whatsapp: 0818111373🚀 Official Website: www.vanderism.com🚀 Testimonials : @vanderismtestimonialsFor Business Enquiries Email usvanderism@yahoo.co.idReal Man Real Toys 🚀 .....#capsule #bulletproof #baracas #edclover #petualangan #indovidgram #senjata #airsoft #demo #dagelan #indovidgram #adventure #indovidgram #hiking #jagadiri #polisi #mantoys #tacticool #tactical #EDC #vanderism #senjatatajam #multicam #pedang #perlindungan",yes,x,,x
beben_ms,Racun paraaahhhh,no,baca,,hitung
irsaladtya.29,Recommended teroris harus punya ini biar ga ribet bawa peledak di tas 😂😂😂😂😂 @vanderism_com,no,abaikan,,abaikan
leriyanozzyn,Racuuunnn abissss.. by the way. Review yg pas masukin cas-an jarinya ngetril gitu ya wkwk,no,baca,,baca
vanderism_com,@leriyanozzyn perhatiin aja masbro 😂,no,x,,x
rizkiyeee,aduh keren bgtttt,no,baca,,hitung
vanderism_com,@rizkiyeee thxx masbroo,no,x,,x
rizkiyeee,"nanti kalo udah dapet kiriman money, sisihin ahhh amin amin smg kebeli haha",no,baca,,baca
travismarziani,👌,no,baca,,hitung
callsign_pho,@vanderism_com waktu itu jual senter yg terang banget yak gan?,no,jawab,,jawab
vanderism_com,"@callsign_pho
 recommended merk Nitecore bro .. kalau mau yang terang sadis .. cuma 
harganya agak sadis dikit ... Untuk info bisa langsung contact di LINE 
kami di @vanderism (pakai @) .. atau whatsapp 0818111373",no,x,,x
alimboboks,Ada ongkos kirim gak ini gan 😂😂😂,no,jawab,,jawab
akhmadmuazir,Mau,no,baca,,baca
dhanisatriawan_,Ada size chart nya??,no,jawab,,jawab
allano_lintang,"Wkakaka, celana saya 😂",no,baca,,baca
sulp_148,@wahyudisurinto,no,abaikan,,abaikan
gabriel_wanggai,Berapa harga barang nya celana,no,jawab,,jawab
dhikadanny,@sher_jaya,no,abaikan,,abaikan
muhrimam,Ada yg celana panjangnya gak si blackhawk ini gan @vanderism_com ?,no,jawab,,jawab
lin_valentino,Ko' jadi fokus ke bajunya yak 😄😄..,no,baca,,baca
mmrf_,Min maksud tambhan polymer TDU Belt itu apaan?,no,jawab,,jawab
b_cungkring,ayo che...... @madbaguscha,no,abaikan,,abaikan
