no,Kalimat Awal,Kalimat Hasil Preproses,Label Awal,Label Exp1,,Label Exp2,,Label Exp3,,Label Exp4,
2380,@attrlfwd, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2381,Mau meseny nya gmn sih caranya @vanderism_com,mesenya nya sih _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2382,"Jujur""an kalo yg pertama sih kaga juga abisnya udh sejak lama di A*E ada","jujur""an sih abisnya a*e ",baca,jawab,false,jawab,false,jawab,false,baca,true
2383,Gan klo mau beli ada di online shop mna? @vanderism_com,juragan beli online toko mna _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2384,Bisa kirim ke Depok? @vanderism_com,kirim _daerah_ _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2385,Foto mantan aman gak nih bang ditaro disini ? Takutnya ketahuan ama pacar barunya :v,foto mantan aman bang diletakkan _tanda_tanya_ takutnya ketahuan pacar barunya : v ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2386,Ahh gila racunnya mantap banget... kapan lg ada yg baru nih wkwkwk,ahh gila racunnya mantap banget _tanda_titik_ _daerah_ tertawa ,baca,jawab,false,baca,true,baca,true,baca,true
2387,@warren_evander15 @timothyharlan  hayu beli jadiken kotak pensil wkwkwkwa, _mentionteman_ _mentionteman_ ayo beli jadikan kotak pensil wkwa ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2388,Kreatif ya,kreatif iya ,baca,abaikan,false,jawab,false,jawab,false,abaikan,false
2389,Lah kalo bisa nyimpen foto mantan yang ada malah kebakar sendiri fotonya😂😂😂,menyimpan foto mantan terbakar fotonya _emot_pos_ _emot_pos_ _emot_pos_ ,baca,jawab,false,baca,true,baca,true,baca,true
2390,Saya mesen donk min,pesan min ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2391,"Admind kocak, ya kali foto mantan di simpen situ, cocoknya di bakar pake HIGH VOLTAGE BLUE LASER 50.000MW dri jarak jauh😂😂",admin lucu iya kali foto mantan simpan situ cocoknya bakar pakai high voltage blue laser _angka_ _tanda_titik_ _angka_ now watching jarak _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
2392,Gen halilintar,gen halilintar ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2393,aku mau,,baca,abaikan,false,baca,true,baca,true,baca,true
2394,@alexamli, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2395,"Widih bisa buat bawa hp diem"" kesekolah dong :v @vanderism_com","widih bawa handphone diem "" kesekolah : v _mentionpemilik_ ",baca,baca,true,baca,true,baca,true,jawab,false
2396,Saya mau membuat tapi tidak tau caranya bisa kasih tau gak ya,iya ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
2397,Di jogja ada tokonya gak ya?,jogja tokonya iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2398,@muhammadedgy ed tukokno, _mentionteman_ edisi tukokno ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2399,@ulul.iur gae nyimpen hp pas enk razia :v, _mentionteman_ gae menyimpan handphone pas eng razia : v ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
2400,Ane fokus ke dirty level sex,fokus dirty level senya ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
2401,Arep kok gawe simpen foto mantan ye? @bhakti_banda,arep kerja simpan foto mantan ye _tanda_tanya_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2402,@agnarbr @anggarad_23 @taufiq_mahendra @reez.ka @via.ndra @bangsa_petrik @edopermadana_04, _mentionteman_ _mentionteman_ _mentionteman_ _mentionteman_ _mentionteman_ _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2403,Bagus,bagus ,baca,abaikan,false,baca,true,baca,true,abaikan,false
2404,Kirain  min 😅,pikir min _emot_pos_ ,baca,baca,true,baca,true,baca,true,abaikan,false
2405,Gan paket saya blm sampe saya trf jumat,juragan paket trf jumat ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2406,gw b,b ,baca,abaikan,false,baca,true,baca,true,baca,true
2407,gw pengen beli,beli ,baca,baca,true,baca,true,baca,true,baca,true
2408,harga nya berapa?,harga nya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2409,"gan itu luarnya bahanya apa metal juga atau kulit?,kalo diketok. bunyi nggak?",juragan luarnya bahanya metal kulit _tanda_tanya_ diketok _tanda_titik_ bunyi _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,abaikan,false
2410,Belii bar....😂 @barraaji14,belii bar _tanda_titik_ _emot_pos_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2411,Simpen apa dudul wkwk @riqki_23,simpan dudul tertawa _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2412,Min..,min _tanda_titik_ ,abaikan,baca,false,baca,false,baca,false,jawab,false
2413,Kuat?,kuat _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2414,Buat nyimpen hp di asrama bor,menyimpan handphone asrama bor ,baca,baca,true,baca,true,baca,true,baca,true
2415,Brp itu om? Say mau beli,om _tanda_tanya_ sayang beli ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2416,Bwt simpen kertas contekan coy @mhmdfrz_ @primanurfauzi_,simpan kertas contekan coy _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2417,Harga nya brp gan,harga nya juragan ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2418,Harganya brp?,harganya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2419,Order,order ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2420,Buat nyunat kayi' kayi' yg belom sunat nggak alot lagi ya kalo pake ini 😂,nyunat kayi ' kayi ' sunat alot iya pakai _emot_pos_ ,abaikan,jawab,false,jawab,false,jawab,false,abaikan,true
2421,Om @vanderism_com udah tau lelangan JP production di Facebook. Buat seperti itu pst keren.,om _mentionpemilik_ lelangan jp production facebook _tanda_titik_ keren _tanda_titik_ ,jawab,abaikan,false,baca,false,baca,false,jawab,true
2422,@vanderism_com  pemenang quiznya mana?, _mentionpemilik_ pemenang quiznya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2423,Sama karambit yang kemarin tajaman mana min?,karambit kemarin tajaman min _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2424,@vanderism_com  oalah aku gak liat 😂😂, _mentionpemilik_ oalah lihat _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
2425,@vanderism_com sudah lama itu saya pelanggan lama Dr 2015, _mentionpemilik_ pelanggan _angka_ ,baca,jawab,false,jawab,false,jawab,false,jawab,false
2426,Buat potong rambut cocok nih,potong rambut cocok ,baca,abaikan,false,baca,true,baca,true,baca,true
2427,"Magnetik cube, modular pen, sama magnetik putty masih ada gan? @vanderism_com",magnetik cube modular pen magnetik putty juragan _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2428,Bang cara pesen gimana si,bang pesan si ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2429,Min kalo mau mesen harus nunjukin ktp kah,min pesan kartu tanda penduduk kah ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2430,Gmn cr pesan ??,pesan _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2431,"bantu jawab ya min, kalo mau pesen klik link yang ada di bio bro @luthfimovie @dannylaymeno gak perlu KTP bro @anandahilmi28 😆",bantu iya min pesan klik ling bio saudara laki - laki _mentionteman_ _mentionteman_ kartu tanda penduduk saudara laki - laki _mentionteman_ _emot_pos_ ,abaikan,jawab,false,abaikan,true,abaikan,true,abaikan,true
2432,Oke @apriantidian😊,oke _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2433,Ini matanya 2 ato tengah aja bro? Bisa nyobek pacar mantan ga? @vanderism_com,matanya _angka_ saudara laki - laki _tanda_tanya_ merobek pacar mantan _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2434,"Baru tadi, mainin kerambit (diputar2 di jari). Tangan tertusuk, darahnya banyak",_daerah_ mainin kerambit ( diputar _angka_ jari ) _tanda_titik_ tangan tertusuk darahnya ,abaikan,abaikan,true,jawab,false,jawab,false,jawab,false
2435,"Min jokul senter polisi dong yg silaunya se anjing"" yg biasa di pake pas tawuran bola","min jokul senter polisi silaunya anjing "" pakai pas tawuran bola ",jawab,baca,false,baca,false,baca,false,abaikan,false
2436,@haddi_set, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2437,Nextnya gmna min. Yg giveaway karambit,nextnya gmna min _tanda_titik_ pemberian karambit ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2438,@gabriansavier, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2439,QTRZ BARACAS KARAMBIT,qtrz baracas karambit ,baca,abaikan,false,abaikan,false,abaikan,false,baca,true
2440,Authentic indonesian double blade karambit,authentic indonesian ganda blade karambit ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
2441,RED MANTIS KARAMBIT,redaksi mantis karambit ,abaikan,abaikan,true,abaikan,true,abaikan,true,jawab,false
2442,Red mantis karambit,redaksi mantis karambit ,abaikan,abaikan,true,abaikan,true,abaikan,true,jawab,false
2443,Bang @vanderism_com please cek dm 😢😢😢,bang _mentionpemilik_ mohon cek dm _emot_neg_ _emot_neg_ _emot_neg_ ,baca,baca,true,baca,true,baca,true,baca,true
2444,QTRZ BARACAS KARAMBIT,qtrz baracas karambit ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
2445,Qtrz baracas karambit,qtrz baracas karambit ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
2446,Min tokonya dimana ya? @vanderism_com,min tokonya dimana iya _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2447,Bagusan ini atau mantis karambit?@vanderism_com,bagus mantis karambit _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2448,Bagusan ini atau mantis karambit?@vanderism_com,bagus mantis karambit _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2449,Min saya udah keracunan min... Diperpanjang atau didiskonin dong barangnya min... Tega bener 😭😭😭😭😭😭😭 @vanderism_com,min keracunan min _tanda_titik_ diperpanjang didiskonin barangnya min _tanda_titik_ tega _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _emot_neg_ _mentionpemilik_ ,jawab,jawab,true,baca,false,baca,false,jawab,true
2450,@yosephinenr, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2451,@permadihubert, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2452,Min saya sudah ngomong di line mohon responnya ya,min berbicara line mohon responnya iya ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2453,Min maaf respon line nya min,min maaf respon line nya min ,jawab,baca,false,baca,false,baca,false,baca,false
2454,Min saya udah transfer respon dong line nya @vanderism_com,min transfer respon line nya _mentionpemilik_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2455,Red mantis karambit @vanderism_com,redaksi mantis karambit _mentionpemilik_ ,abaikan,abaikan,true,jawab,false,jawab,false,jawab,false
2456,Follow @garsuw009,ikuti _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2457,Follow @garsuw_009,ikuti _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2458,Salah caption broo,salah caption broo ,baca,baca,true,baca,true,baca,true,baca,true
2459,Berapa yg ini bg,abang ,jawab,jawab,true,baca,false,baca,false,baca,false
2460,Msh ada?,_tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2461,Mau 1,_angka_ ,baca,abaikan,false,baca,true,baca,true,baca,true
2462,@ivancs08, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2463,Saya pm wa nya ga dibales,private message wa nya dibales ,jawab,jawab,true,baca,false,baca,false,jawab,true
2464,Bgus ini ato mantis karambit bang,bagus mantis karambit bang ,jawab,jawab,true,baca,false,baca,false,baca,false
2465,Bisa pesen g ni??,pesan g _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2466,Masih ada stock?,persediaan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2467,Min kok ngak di bales wa saya?,min ngak balas wa _tanda_tanya_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2468,Bro karambit nya bisa dilipet atau gak??? @vanderism_com,saudara laki - laki karambit nya dilipat _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2469,Order bisa kok wa gak dibalea gimana sih nih,order wa dibalea sih ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2470,Mesen dong 1,pesan _angka_ ,baca,baca,true,jawab,false,jawab,false,jawab,false
2471,@mayrendraa_ds, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2472,Mantapp soul min,mantapp soul min ,baca,baca,true,baca,true,baca,true,jawab,false
2473,Mau order dong @vanderism_com,order _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2474,Berapa,,jawab,jawab,true,baca,false,baca,false,baca,false
2475,@langitsendu, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2476,"Racun emang nih, pengen :(",racun :( ,baca,abaikan,false,baca,true,baca,true,baca,true
2477,Tanpa tenaga,tenaga ,baca,abaikan,false,baca,true,baca,true,baca,true
2478,Makan ni racun @randyadhikamula,makan racun _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,jawab,false
2479,wow,wow ,baca,baca,true,baca,true,baca,true,abaikan,false
2480,@yulianputra, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2481,Jangan sampe salah fungsi 😉,salah fungsi _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
2482,"Braaa aji gile, racun type B ni",bra aji gila racun type b ,baca,abaikan,false,baca,true,baca,true,jawab,false
2483,ngopo we sat ? wkwk @fxcaesar,ngopo we sat _tanda_tanya_ tertawa _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2484,@reva_bhagaskara meh nggolok koe, _mentionteman_ meh nggolok ku ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2485,"hayo teko golok"" wae pie ? @fxcaesar","ayo teko golok "" wae _tanda_tanya_ _mentionteman_ ",abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2486,@takuyaputr_ aku ini ja kanggo, _mentionteman_ kanggo ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2487,@j.j.a.ferdinand tuku iki jepp, _mentionteman_ tuku iki jepp ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2488,mau order nih,order ,jawab,abaikan,false,abaikan,false,abaikan,false,abaikan,false
2489,Minat? @adriansinung,minat _tanda_tanya_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2490,Enak tuh buat motong daging =v,enak memotong daging = v ,baca,baca,true,baca,true,baca,true,baca,true
2491,Har beli lagi har @aloysiusharrry,har beli har _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2492,Coba sesekali tes potong kayu :),coba tes potong kayu :) ,baca,abaikan,false,baca,true,baca,true,baca,true
2493,Potong kelapa min jangan nanas @vanderism_com,potong kelapa min nanas _mentionpemilik_ ,abaikan,jawab,false,jawab,false,jawab,false,jawab,false
2494,Jadi pengen 1 @basirfm,_angka_ _mentionteman_ ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
2495,Buat apaan @ulumsyahrul,_mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2496,@nandapakbon, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2497,RACUN!!!!!!!,racun _tanda_seru_ ,baca,baca,true,baca,true,baca,true,jawab,false
2498,Boss mau pesan gmana caranya,boss pesan ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2499,@fernandocunnoris  ini ke, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2500,keren @ronal_f1,keren _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2501,Cocok untuk kurban hewan wkwk,cocok kurban hewan tertawa ,baca,abaikan,false,baca,true,baca,true,baca,true
2502,admin suru stok banyak pas idul adha 😂,admin suru persediaan pas idul adha _emot_pos_ ,baca,baca,true,jawab,false,jawab,false,baca,true
2503,@fransjosua, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2504,Mantap kali buat motong kepala yg nikung gue ni @vanderism_com,mantap kali memotong kepala nikung _mentionpemilik_ ,baca,baca,true,baca,true,baca,true,baca,true
2505,@radenrandyy, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2506,@gardha24_, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2507,@ninoalfadiansyah macam di pb, _mentionteman_ pb ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2508,itu pisau combat kalau dipoint blank @fdhlrrahman_,pisau combat dipoint bilang _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2509,Untuk apa benda2 berbahaya seperti ini dijual?,benda _angka_ berbahaya dijual _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2510,bang kok dibalik pas motong bata wkwkw,bang dibalik pas memotong bata wkwkw ,jawab,baca,false,baca,false,baca,false,baca,false
2511,Combat,combat ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2512,Batu bata aja patah apa lagi tulang haha,_daerah_ bata patah tulang tertawa ,baca,jawab,false,baca,true,baca,true,baca,true
2513,Tanda tangan asli ?,tanda tangan asli _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2514,@darwin_k15, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2515,NANAS @xhaka28 @tedyantodhama,nanas _mentionteman_ _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2516,:v,: v ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2517,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2518,Mauuu,,baca,baca,true,baca,true,baca,true,baca,true
2519,@vanderism_com  bikin jam yang keren dong gan. Yang serbaguna, _mentionpemilik_ jam keren juragan _tanda_titik_ serbaguna ,jawab,jawab,true,baca,false,baca,false,baca,false
2520,@vanderism_com order 1 bro, _mentionpemilik_ order _angka_ saudara laki - laki ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2521,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2522,Voucher codenya gabisa bro,voucher codenya saudara laki - laki ,jawab,baca,false,baca,false,baca,false,jawab,true
2523,Mau dong min,min ,baca,baca,true,jawab,false,jawab,false,jawab,false
2524,Gan jual airsoftgun ga?? @vanderism_com,juragan jual airsoftgun _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2525,OM TELOLET OM,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2526,OM TELOLET OM,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2527,@vanderism_com mantap bro udh bisa, _mentionpemilik_ mantap saudara laki - laki ,baca,jawab,false,baca,true,baca,true,jawab,false
2528,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2529,Bro line sy dijawab dong yg bro rafi,saudara laki - laki line saudara laki - laki rafi ,jawab,baca,false,baca,false,baca,false,jawab,true
2530,Om telolet om #demamtelolet🎺🚌,om telolet om _hashtag_ _emot_netral_ _emot_netral_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2531,@rejaayy, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2532,jawab whatsapp bro @vanderism_com,whatsapp saudara laki - laki _mentionpemilik_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2533,Om mau cardsharp om. Jual lagi dong oomm,om cardsharp om _tanda_titik_ jual oomm ,jawab,jawab,true,abaikan,false,abaikan,false,jawab,true
2534,Om kasih barang baru yg pas kantong jugak yaaa ommm,om barang _daerah_ pas kantong iya om ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2535,Om Telolet Om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2536,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2537,kurang legit @will.wd,legit _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2538,Telolet nya om TELOLET!!! :<<,telolet nya om telolet _tanda_seru_ : < < ,abaikan,abaikan,true,abaikan,true,abaikan,true,baca,false
2539,Jual klakson telolet gak min? :v,jual klakson telolet min _tanda_tanya_ : v ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2540,Om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2541,OM TELOLET OM,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2542,ada jual klakson Telolet gak min?,jual klakson telolet min _tanda_tanya_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2543,Kok csgo xD,csgo xd ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2544,om telolet om,om telolet om ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2545,Music You Can Taste ! #WeLoveKandyTour2017,music you taste _tanda_seru_ _hashtag_ ,abaikan,baca,false,baca,false,baca,false,baca,false
2546,#omteloletom, _hashtag_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2547,Bro line gua dijawab dong,saudara laki - laki line ,jawab,baca,false,baca,false,baca,false,jawab,true
2548,Bro line gua diblaes dong,saudara laki - laki line diblaes ,jawab,baca,false,baca,false,baca,false,jawab,true
2549,Kapan saya bisa dpt ya ?,iya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2550,"Harap cek line or wa, sy hub dr kmaren gak ada respon",harap cek line or wa hubungi kemarin respon ,jawab,jawab,true,baca,false,baca,false,jawab,true
2551,Stock masih ada bro?,persediaan saudara laki - laki _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2552,Masih adakah stocknya ? Itu ada belt clip buat di sabuk ato celana gak itu?,adakah stocknya _tanda_tanya_ belt clip sabuk celana _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2553,@haddi_set, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2554,Okey @mirzaafahreza,oke _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2555,Itu bsa COD gk?,cod _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2556,Masih ada stok,persediaan ,jawab,jawab,true,jawab,true,jawab,true,baca,false
2557,@rameraritonang nihh, _mentionteman_ nihh ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2558,Aku minat om sama karambitnya. Masih ada kah? @vanderism_com,minat om karambitnya _tanda_titik_ kah _tanda_tanya_ _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2559,Msih ada stock gan?,msih persediaan juragan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2560,Cara belinya gimana @vanderism_com,belinya _mentionpemilik_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2561,Masih ada ga min karambit nya?,min karambit nya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2562,Aku Mau Karambit Nya Masih Ada Gak?,karambit nya _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2563,@vanderism_com, _mentionpemilik_ ,abaikan,baca,false,baca,false,baca,false,jawab,false
2564,Kalo Ada Cara Beli Nya Gimana @vanderism_com?,beli nya _mentionpemilik_ _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2565,Ori gk min?,asli min _tanda_tanya_ ,jawab,baca,false,jawab,true,jawab,true,jawab,true
2566,@vanderism_com  ori apa kw super?, _mentionpemilik_ asli imitasi super _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2567,@darwin_k15, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2568,@pratamaryn, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2569,Om telolet omm,om telolet omm ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2570,OM TELOLET OMM,om telolet omm ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2571,astaga 😂😂,astaga _emot_pos_ _emot_pos_ ,baca,abaikan,false,baca,true,baca,true,baca,true
2572,commentnya,commentnya ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2573,OM TELOLET OMM,om telolet omm ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2574,Pengen beli gw @sultan.fad12,beli _mentionteman_ ,abaikan,baca,false,abaikan,true,abaikan,true,abaikan,true
2575,💞💞💞💞💞💞, _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ _emot_pos_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
2576,@muakbr, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2577,@vereyga2, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2578,Aduhh daging lagih mahal broo sayang 😁😁😁@vanderism_com,aduhh daging mahal broo sayang _emot_pos_ _emot_pos_ _emot_pos_ _mentionpemilik_ ,baca,baca,true,baca,true,baca,true,baca,true
2579,Dm woyy dm,dm woyy dm ,baca,abaikan,false,abaikan,false,abaikan,false,baca,true
2580,Sialan.. lagi bokek kaya gini keluar racun bagus 😂,sialan _tanda_titik_ bokek kaya racun bagus _emot_pos_ ,baca,baca,true,baca,true,baca,true,baca,true
2581,@rayleonardhabema, _mentionteman_ ,abaikan,abaikan,true,abaikan,true,abaikan,true,abaikan,true
2582,itu harga 259 udah di potong cashback apa belum ?,harga _angka_ potong cashback _tanda_tanya_ ,jawab,abaikan,false,jawab,true,jawab,true,jawab,true
2583,coba test ke mantan bs?,coba test mantan _tanda_tanya_ ,jawab,jawab,true,jawab,true,jawab,true,jawab,true
2584,Dope area 🌴!!,dope area _emot_netral_ _tanda_seru_ ,abaikan,abaikan,true,baca,false,baca,false,abaikan,true
2585,Propaganda..,propaganda _tanda_titik_ ,abaikan,abaikan,true,baca,false,baca,false,baca,false
